V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Time,Amount,Class
0.0012301533574825742,0.17533484346507067,0.6969228031192131,-1.3665243151280329,-1.691096798191634,-0.36563580822810365,-1.1820707358866025,0.9888766736662779,0.06096541830261721,0.14114403301787243,0.7507136801196796,-0.014813661356901977,1.1537526391088562,0.4946729923777708,-0.3324802855381297,-1.1299916860305046,1.5706368350081084,-0.08550838999719601,-1.0294585957593656,0.25612657954061274,-0.7636665611870279,-0.12870113512162545,-0.5347869324012157,1.1783011647140404,-1.02577647427995,-0.7300350300877514,-1.4886610586565894,-0.20802314057080726,76640.0,57.77377587198611,0
0.2987455375084699,0.39209478666557296,-0.11142656870670702,0.20942904726834088,-0.3646500182510735,0.34181163446561236,0.7400956798987274,0.9867839529464602,0.29962760064158145,-1.431618169953138,1.0697261700303613,0.49112672520553574,0.7462589463324331,0.7286355374099849,-0.22246657244007678,0.17512269370438163,-0.22197929170472364,-0.6244422147965446,0.2963962096752257,0.23873925889840822,1.33152498711618,-0.15987931158805307,-0.7811049667293865,0.848209888331922,-0.8737882765891928,-0.006059532963181362,-0.7546254940202879,1.4170018313413886,39263.0,15.090256293287261,0
-0.2741378553622176,-0.3770744504010968,0.3568372783525386,-0.5305589921699142,-0.04080209072452791,-0.16534201121228373,-0.23950540159574377,-0.7896933747081025,1.8448342698843803,0.5319219579638232,-0.9899062157688924,0.2074065872481079,0.349402401437131,0.14570098832646813,-0.625248674880147,2.053630902741638,-0.3131165776512755,-0.04006835939435092,-1.6820968252576762,0.03034708645142927,-1.1130242880624166,0.02237582149773807,-0.37537698217223897,1.3334818066825846,-0.750317574303134,-0.7178547853434063,0.5293156027245801,-1.1691334837403073,166730.0,16.07726908152277,0
-0.8905918387572742,1.0291792326978486,0.10572154469998292,-0.3687890508614081,0.10479554070860274,-0.8892324874469353,0.38569057998691514,-0.058008752924185406,2.5091892435168237,-0.3089633389287533,1.2674871990874712,-1.983440300426495,0.2065519684481072,-0.8291282104853669,-1.4571514228989357,-1.4262056382178132,0.395082092633405,1.3451907524485631,-0.9521037387295794,-0.69386512276439,-0.03765575824527885,-1.6010191247198569,-1.2622253805141594,0.6600001583433954,-0.5647579258115082,2.240528200979671,0.8538932510704413,-0.6644999735038506,156550.0,68.77138860659704,0
-0.45467078517172255,0.2103949388296369,0.6316547341483746,-1.7415144478985787,-1.1673596004573077,0.7876812344951233,-0.4305084540167728,1.0306591397469347,-0.888545919200217,-0.2861001636668046,-0.47438623330832946,-0.39073758538893283,-0.9036366825210659,-0.22434343183634026,-0.31257489769682506,0.6189467769751741,1.046378966663432,0.5068519696063682,-0.6901719803111794,-2.3706426797107394,-0.6423658144583173,0.8548372016658139,-0.4734173612987258,0.44251898067086415,-0.5982521379617268,0.9401860711218561,-1.4308268306038097,0.5181514822362226,122499.0,37.284807294547704,0
-0.9916465549964624,-1.2133821388278598,0.038018747015535724,-0.8905443058032078,0.6502266590909276,-0.5396374495245412,0.305328576504327,-0.6560341288488227,1.0545585109422166,-1.4829104481387565,-1.0257327877323268,0.45238713554540844,-0.549291607323406,-0.07326182060384487,0.5765588356922289,0.07453820283380418,0.4297688922146711,-0.44461125707531646,0.029731705034592475,-0.5013478511488723,-1.3220615788871815,-0.6273334621637625,-0.7062228560015639,1.4469370527870518,0.14619014610961736,0.2389845445774278,-0.37233345117637767,0.5289873987477273,149118.0,47.92090567995879,0
0.060143602597438485,-0.9307637759906452,1.2362024834782115,-0.020493929457115093,-1.2496713584632424,-0.49930884341177034,-0.75115089967635,-0.749331170989476,0.6238454354380001,-0.5735247407462521,-0.17060422269937783,0.2496549866201246,0.7029852077343859,1.258861324385631,-0.49489384913873785,-0.052710947593886566,-0.801879163937164,-0.6985697884542122,-1.4060729930653721,0.9831978146496161,1.668687297772991,0.1407911830908286,2.6815239418282255,-0.649430127830485,1.1813200682485465,-0.9694159060158223,-1.7113952433547575,-0.12265174001302007,140074.0,28.243660235030305,0
1.3402152455545335,0.8054710604946225,0.42498278997722555,0.8884531740936087,-0.23004121509448516,-1.3796515919512848,-0.026516774698191165,0.8282319769793812,0.3995923653149751,-0.726838214295637,-1.4625527290027724,1.1020512270286447,0.10999766351294483,1.626142865401957,0.021972506298261384,-0.3242681045839725,0.29994165105861526,-0.44681574109503736,1.0203123784204562,0.19842186969094577,-2.0304064121006564,-2.4118732285972726,0.6656853154321596,0.6310450384442716,-1.2086266897164082,0.9385530984420721,-0.5765197155168975,2.0929599146905,37615.0,26.310979878460504,0
-0.49220651855132963,0.4638314564560598,0.3920676233884034,0.9900265894080504,1.341658720456726,-0.7860157415618623,0.5818457937154725,1.5623486941447886,0.47997872674780157,-0.036463843053579005,0.004578196723904754,-1.3406097789058018,1.8222984413595102,0.4206119107291351,-2.0707316653338816,-0.253444957156264,0.9081425989656929,0.5483789455243655,-0.35784944192139573,-2.06254394568106,1.463320737296028,0.2239258532271165,-0.23351340239982998,1.060959602089663,-1.4460987577110853,0.6939102682516526,3.622238114275797,0.107796832089795,81882.0,80.11468028129775,0
-0.6204748998199404,-1.899061239006601,0.40986691768255656,-0.08032647499591145,-0.7117573020089456,0.6517715958851541,0.04507281489505506,-1.1520747438819885,-0.02153785031632843,-1.4534190461785983,0.2897041392843967,0.46689268452687643,-0.3649247224370416,-0.752753386920511,-0.20762489099572487,1.1041205561813485,-0.7638296942822042,1.8186845763797257,-0.31134039417156073,0.004646111865030056,-1.3516131055909977,1.2776727622335011,-0.08812784364190931,-0.7659552427181424,-1.749875119610836,-0.5052563983047309,0.06501563911865281,0.32678230571169126,94522.0,66.03926412019817,0
